RunID,TimesheetID,Page,Row,Col,FieldKey,RawText,NormalizedTime,Confidence,CropPath,Warnings,_source_file,IsValid
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0000\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0000\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0000\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0000\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0001\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0001\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0001\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0001\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0002\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0002\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0002\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0002\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0003\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0003\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0003\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0003\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0004\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0004\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0004\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0004\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0005\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0005\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0005\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0005\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0006\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0006\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0006\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0006\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0007\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0007\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0007\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0007\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0008\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0008\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0008\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0008\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0009\time\row1_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0009\time\row1_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0009\time\row1_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,1,,,,,,data/clockin_synth/crops\clock_0009\time\row1_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0000\time\row2_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0000\time\row2_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0000\time\row2_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0000\time\row2_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0001\time\row2_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0001\time\row2_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0001\time\row2_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0001\time\row2_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0002\time\row2_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0002\time\row2_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0002\time\row2_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0002\time\row2_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0003\time\row2_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0003\time\row2_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0003\time\row2_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0003\time\row2_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0004\time\row2_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0004\time\row2_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0004\time\row2_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0004\time\row2_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0005\time\row2_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0005\time\row2_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0005\time\row2_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0005\time\row2_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0006\time\row2_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0006\time\row2_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0006\time\row2_clock_out_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0006\time\row2_clock_out_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0007\time\row2_clock_in_am.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_155654,clockin_synth,,2,,,,,,data/clockin_synth/crops\clock_0007\time\row2_clock_in_pm.png,empty; invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
